id,model,brand,year,hours,price,source,region
JUNGHEINRICH-NL-417,EFG215,jungheinrich,2017,3092,12890,mascus,NL
JUNGHEINRICH-NL-418,EFG215,jungheinrich,2017,2819,12890,mascus,NL
JUNGHEINRICH-NL-419,EFG215,jungheinrich,2017,1573,14890,mascus,NL
JUNGHEINRICH-NL-420,EFG215,jungheinrich,2017,3298,10890,mascus,NL
JUNGHEINRICH-NL-421,EFG215,jungheinrich,2017,2865,12890,mascus,NL
JUNGHEINRICH-NL-422,TFG425,jungheinrich,2010,4466,7500,mascus,NL
JUNGHEINRICH-NL-423,TFG435,jungheinrich,2008,8000,5999,mascus,NL
JUNGHEINRICH-NL-424,EFG16L,jungheinrich,2002,5337,9900,mascus,NL
JUNGHEINRICH-NL-425,EFG115,jungheinrich,2019,9970,11500,mascus,NL
JUNGHEINRICH-NL-426,DFG40,jungheinrich,1991,4844,7900,mascus,NL
JUNGHEINRICH-NL-427,EFG216,jungheinrich,2006,216,7800,mascus,NL
JUNGHEINRICH-NL-428,EFG545,jungheinrich,2015,0,40000,mascus,NL
JUNGHEINRICH-NL-429,E115,jungheinrich,2019,5698,12450,mascus,NL
JUNGHEINRICH-NL-430,EFG215,jungheinrich,2019,2208,11500,mascus,NL
JUNGHEINRICH-NL-431,GE115,jungheinrich,2019,10207,7500,mascus,NL
JUNGHEINRICH-NL-432,EFG215,jungheinrich,2019,19604,7500,mascus,NL
JUNGHEINRICH-NL-433,EFG215,jungheinrich,2017,2184,12890,mascus,NL
JUNGHEINRICH-NL-434,EFG215,jungheinrich,2016,4166,13890,mascus,NL
JUNGHEINRICH-NL-435,EFG215,jungheinrich,2013,2054,11890,mascus,NL
JUNGHEINRICH-NL-436,EFG215,jungheinrich,2016,1680,14890,mascus,NL
JUNGHEINRICH-NL-437,EFG215,jungheinrich,2016,2472,13890,mascus,NL
JUNGHEINRICH-NL-438,EFG215,jungheinrich,2017,3439,12890,mascus,NL
JUNGHEINRICH-NL-439,EFG215,jungheinrich,2016,4297,11890,mascus,NL
JUNGHEINRICH-NL-440,EFG215,jungheinrich,2017,1368,13890,mascus,NL
JUNGHEINRICH-NL-441,EFG215,jungheinrich,2017,3488,11890,mascus,NL
JUNGHEINRICH-NL-442,FB50,jungheinrich,2012,9535,18750,mascus,NL
JUNGHEINRICH-NL-443,EFG220,jungheinrich,2018,3510,15500,mascus,NL
JUNGHEINRICH-NL-444,DFG430S,jungheinrich,2015,6498,17900,mascus,NL
JUNGHEINRICH-NL-445,EFG320,jungheinrich,2012,320,12400,mascus,NL
JUNGHEINRICH-NL-446,TFG430S,jungheinrich,2013,11449,15000,mascus,NL
MANITOU-NL-447,M30,manitou,2016,3601,22000,mascus,NL
MANITOU-NL-448,MH20,manitou,2016,4,29500,mascus,NL
MANITOU-NL-449,MC25,manitou,2024,175,51000,mascus,NL
MANITOU-NL-450,MI35G,manitou,2023,1,29500,mascus,NL
MANITOU-NL-451,MI25,manitou,2022,1,22500,mascus,NL
MANITOU-NL-452,MI25D,manitou,2020,1670,21000,mascus,NL
MANITOU-NL-453,MSI50,manitou,2009,50,19500,mascus,NL
MANITOU-NL-454,MSI25,manitou,2014,3428,27900,mascus,NL
MANITOU-NL-455,MI30D,manitou,2018,1108,16000,mascus,NL
MANITOU-NL-456,MH25,manitou,2008,634,23000,mascus,NL
MANITOU-NL-457,MC30,manitou,2024,425,53500,mascus,NL
MANITOU-NL-458,MC30,manitou,2024,245,53500,mascus,NL
MANITOU-NL-459,MI30D,manitou,2014,8038,7950,mascus,NL
MANITOU-NL-460,MC25,manitou,2023,1230,46500,mascus,NL
MANITOU-NL-461,MC30,manitou,2019,2050,36500,mascus,NL
MANITOU-NL-462,MC25,manitou,2020,2010,36500,mascus,NL
MANITOU-NL-463,MSI25,manitou,2013,4529,16500,mascus,NL
MANITOU-NL-464,MC25,manitou,2020,2245,36500,mascus,NL
MANITOU-NL-465,MC30,manitou,2021,1450,40000,mascus,NL
MANITOU-NL-466,MC25,manitou,2020,1390,37000,mascus,NL
MANITOU-NL-467,MC30,manitou,2022,755,43500,mascus,NL
MANITOU-NL-468,MSI25,manitou,2009,6012,16000,mascus,NL
MANITOU-NL-469,ME430,manitou,2022,1110,27500,mascus,NL
MANITOU-NL-470,ME450,manitou,2024,209,55000,mascus,NL
MANITOU-NL-471,ME450,manitou,2024,75,53000,mascus,NL
MANITOU-NL-472,ME435,manitou,2019,1105,24500,mascus,NL
MANITOU-NL-473,ME435,manitou,2019,690,26500,mascus,NL
MANITOU-NL-474,ME435,manitou,2023,360,33500,mascus,NL
MANITOU-NL-475,ME435,manitou,2023,10,35000,mascus,NL
MANITOU-NL-476,ME435,manitou,2017,6822,15000,mascus,NL
MANITOU-NL-477,ME435,manitou,2019,885,26000,mascus,NL
MANITOU-NL-478,ME435,manitou,2023,7,35000,mascus,NL
MANITOU-NL-479,ME435,manitou,2023,15,35000,mascus,NL
MANITOU-NL-480,MC25,manitou,2024,650,49500,mascus,NL
MANITOU-NL-481,ME316,manitou,2024,265,22500,mascus,NL
MANITOU-NL-482,ME315,manitou,2010,3400,6500,mascus,NL
MANITOU-NL-483,ME430,manitou,2023,25,29500,mascus,NL
MANITOU-NL-484,ME430,manitou,2023,375,28000,mascus,NL
MANITOU-NL-485,M30,manitou,2018,3962,35000,mascus,NL
MANITOU-NL-486,ME425,manitou,2017,2000,16000,mascus,NL
MANITOU-NL-487,M26,manitou,2016,2643,32000,mascus,NL
MANITOU-NL-488,MC30,manitou,2022,0,47400,mascus,NL
MANITOU-NL-489,ME318,manitou,2020,318,18950,mascus,NL
MANITOU-NL-490,ME425,manitou,2017,0,21000,mascus,NL
MANITOU-NL-491,ME420,manitou,2017,0,21000,mascus,NL
MANITOU-NL-492,ME420,manitou,2017,0,21000,mascus,NL
MANITOU-NL-493,ME420,manitou,2016,0,20000,mascus,NL
MANITOU-NL-494,ME430,manitou,2013,0,12900,mascus,NL
MANITOU-NL-495,ME425,manitou,2022,0,29000,mascus,NL
MANITOU-NL-496,ME430,manitou,2022,0,36000,mascus,NL
MANITOU-NL-497,ME430,manitou,2021,0,35000,mascus,NL
MANITOU-NL-498,ME425,manitou,2021,0,26000,mascus,NL
MANITOU-NL-499,MI30D,manitou,2025,1,29900,mascus,NL
MANITOU-NL-500,ME315,manitou,2023,450,24900,mascus,NL
MANITOU-NL-501,ME318,manitou,2023,570,26400,mascus,NL
MANITOU-NL-502,ME430,manitou,2015,0,16500,mascus,NL
MANITOU-NL-503,ME425C,manitou,2018,500,18500,mascus,NL
MANITOU-NL-504,ME430,manitou,2013,0,9900,mascus,NL
MANITOU-NL-505,ME430,manitou,2008,6020,14500,mascus,NL
MANITOU-NL-506,MI25D,manitou,2013,0,11253,mascus,NL
MANITOU-NL-507,M30,manitou,2020,1539,30001,mascus,NL
MANITOU-NL-508,MI30D,manitou,2013,1529,9804,mascus,NL
MANITOU-NL-509,ME435,manitou,2017,0,24000,mascus,NL
